Customer_ID,Customer_Name,Gender,Age,State,City,Bank_Branch,Account_Type,Transaction_ID,Transaction_Date,Transaction_Time,Transaction_Amount,Merchant_ID,Transaction_Type,Merchant_Category,Account_Balance,Transaction_Device,Transaction_Location,Device_Type,Is_Fraud,Transaction_Currency,Customer_Contact,Transaction_Description,Customer_Email,anomaly_score,is_outlier_iso_forest
a6eead6c-286f-4ff4-8c11-25b6b2b028ab,Alka Lad,Male,38,Lakshadweep,Kavaratti,Kavaratti Branch,Business,38dbd2ed-15f8-44dd-88af-d781381ce5e5,01-01-2025,08:58:39,33511.94,677c6b58-6d89-4372-9f3b-95494f6308ff,Bill Payment,Restaurant,7931.22,POS Mobile App,"Kavaratti, Lakshadweep",Mobile,0,INR,+9194118XXXXXX,Doctor consultation,alkaXXXX@XXXXX.com,-0.029673816244097484,-1
a2b6a7d1-9857-42bb-9bb5-55886806da4b,Krisha Dani,Female,53,Gujarat,Bhavnagar,Bhavnagar Branch,Checking,48955c99-9ea4-4b5f-b045-f7d8d389e17e,09-01-2025,01:28:54,45818.65,d8c1a253-f8a5-404a-8434-e0150942b386,Withdrawal,Health,48805.28,Self-service Banking Machine,"Bhavnagar, Gujarat",Desktop,0,INR,+9194843XXXXXX,Moving services payment,krishaXXXXX@XXXXXX.com,0.03794818257064514,1
16a046ec-6df7-43de-a994-d11337421c46,Samaksh Seth,Male,66,Sikkim,Gangtok,Gangtok Branch,Savings,9793dfd8-0302-4651-b4bc-79a028bb5f4f,03-01-2025,19:54:05,81560.9,937ca568-084e-4a22-9624-d285a4e69e8f,Credit,Entertainment,58730.89,Voice Assistant,"Gangtok, Sikkim",Mobile,0,INR,+9198404XXXXXX,Streaming subscription,samakshXXXX@XXXXXXX.com,-0.019704921849643342,-1
6a9f86ad-cb7b-4ef8-8038-12a5765a026d,Inaya Devan,Male,18,Odisha,Cuttack,Cuttack Branch,Checking,3c84fccf-de26-4902-9c8f-bd19f9b2e18f,06-01-2025,14:51:13,52463.91,290de5a0-c860-425f-aba3-6a8a29e7d200,Bill Payment,Entertainment,90167.13,ATM Booth Kiosk,"Cuttack, Odisha",Mobile,0,INR,+9199808XXXXXX,Hotel booking,inayaXXXX@XXXXX.com,-0.08022781331700246,-1
4cd45225-d1a6-4c92-befc-bf830ced7079,Onveer Taneja,Female,63,Puducherry,Puducherry,Puducherry Branch,Business,9a4f9d7b-155a-4d64-84bf-7bf2ad4ac226,26-01-2025,08:08:05,97755.83,eb66e665-08c7-4291-926b-dca36819b19b,Withdrawal,Electronics,24399.49,ATM,"Puducherry, Puducherry",Desktop,0,INR,+9194065XXXXXX,Car service,onveerXXXX@XXXXX.com,-0.06658621128133768,-1
9ee4c01c-1514-47e5-ae84-239d3afca3a7,Amara Bahl,Female,31,Tamil Nadu,Madurai,Madurai Branch,Business,cf2b5e00-02ce-406f-a1e7-34229aa6b953,24-01-2025,18:57:09,98444.8,b039ede1-1e57-490d-8bcc-a4be188dcaac,Bill Payment,Entertainment,95221.79,Smart Card,"Madurai, Tamil Nadu",ATM,0,INR,+9198416XXXXXX,Public transport pass,amaraXXXXX@XXXXX.com,-0.06732164424901943,-1
794e4f1e-85ed-42a5-80ec-cfecee7e04ca,Ranbir Lalla,Male,25,Tripura,Ambassa,Ambassa Branch,Business,7d821387-84d0-47e7-b231-c5246a027f07,01-01-2025,09:23:16,19692.38,b1498947-8dee-4415-8478-3be72681a62c,Transfer,Entertainment,74160.16,Debit/Credit Card,"Ambassa, Tripura",Desktop,0,INR,+9199433XXXXXX,Phone accessories,ranbirXXXX@XXXXXXX.com,-0.019521307850333902,-1
941b666b-a2e4-4d42-956a-f3c00ecaac7c,Gopal Gulati,Female,41,Meghalaya,Nongstoin,Nongstoin Branch,Savings,ded3b86d-ea78-4549-8f25-50044432484e,30-01-2025,20:13:38,81555.01,6aad96af-436a-4ad2-9392-1a0064d7d2ee,Credit,Electronics,5049.8,POS Mobile App,"Nongstoin, Meghalaya",POS,0,INR,+9193194XXXXXX,Vacation payment,gopalXXX@XXXXX.com,-0.05238338778813134,-1
6c60d02f-f463-4d25-90eb-97e1faa582e2,Lila Lala,Male,57,Chandigarh,Chandigarh,Chandigarh Branch,Savings,ffbecaee-4427-4fb5-91ba-c2842f58e0a4,19-01-2025,10:12:19,85137.12,1d0f90fa-0f72-4f34-b7a9-345cd49cffc6,Debit,Restaurant,26899.96,Voice Assistant,"Chandigarh, Chandigarh",ATM,0,INR,+9199129XXXXXX,Corporate event ticket,lilaXXXXX@XXXXXXX.com,-0.013644807589994312,-1
dc3f4010-e348-4843-bafd-82c0d1b8d787,Rajata Palan,Male,45,Odisha,Bhubaneswar,Bhubaneswar Branch,Checking,4c98e893-a415-4ff5-bd8a-d040ad7422a2,05-01-2025,16:55:32,69325.62,d86e6eb7-4289-4db6-a3d2-41111a1708da,Transfer,Restaurant,34216.78,Voice Assistant,"Bhubaneswar, Odisha",ATM,0,INR,+9194215XXXXXX,Healthcare premium,rajataXXX@XXXXXX.com,0.025527100638743472,1
73681238-f7f5-4e46-86f8-661567a0c1c8,Vincent Gokhale,Male,54,Andaman and Nicobar Islands,Port Blair,Port Blair Branch,Savings,c8c38fed-a3f4-4c3f-ac47-d7d493f00479,23-01-2025,22:52:31,37903.09,8b7a3cd7-a039-4c62-9e46-847509bde317,Bill Payment,Groceries,37263.64,Wearable Device,"Port Blair, Andaman and Nicobar Islands",Mobile,0,INR,+9196021XXXXXX,Online gaming,vincentXXX@XXXXXXX.com,0.032275042502987406,1
72a55c15-fa29-425b-87eb-750ea5f440c9,Chandran Sen,Female,42,Meghalaya,Shillong,Shillong Branch,Business,514de611-5169-4501-9ef6-f8c1312b85ec,29-01-2025,19:32:41,94069.19,53cfc346-92fb-4e85-933c-35df273e0e98,Withdrawal,Electronics,44697.39,Self-service Banking Machine,"Shillong, Meghalaya",POS,0,INR,+9199280XXXXXX,Food delivery,chandranXXX@XXXXX.com,-0.016335332180214546,-1
30b92e1f-fe9c-4549-aef2-c659fc16e777,Unnati Dhingra,Female,58,Tamil Nadu,Trichy,Trichy Branch,Checking,38f53819-c256-4414-a897-55aa91d25fea,27-01-2025,17:50:36,91099.97,197e65ee-a077-42ea-98a7-b00589cb38bb,Debit,Clothing,21692.55,Self-service Banking Machine,"Trichy, Tamil Nadu",POS,0,INR,+9195569XXXXXX,Ticket booking,unnatiXXXXX@XXXXXXX.com,-0.041276810689608645,-1
befc736c-9070-46aa-b32e-5e9566e9e856,Hardik Sibal,Female,29,Tripura,Dharmanagar,Dharmanagar Branch,Savings,c3087073-6ca3-4ab7-a371-76fcea5a2909,11-01-2025,04:54:30,57655.3,0686cd7c-697f-48b7-b99d-fcd6df5fb3ad,Bill Payment,Health,33324.88,Mobile Device,"Dharmanagar, Tripura",Mobile,0,INR,+9198333XXXXXX,Luxury item purchase,hardikXXX@XXXXXX.com,0.016382952214006874,1
34770c66-097a-4b08-a452-95b92f1df16b,Yochana Butala,Female,47,Karnataka,Mangalore,Mangalore Branch,Savings,0772ff18-fd10-41ee-8ba4-ffc1e2e5856b,20-01-2025,10:17:59,88148.13,2408ae4a-7dad-4f28-8d0c-dcb59bc01596,Bill Payment,Entertainment,80713.71,POS Mobile Device,"Mangalore, Karnataka",POS,0,INR,+9193206XXXXXX,Cryptocurrency purchase,yochanaXXXXX@XXXXXXX.com,-0.005311395053230417,-1
c1acf222-b256-4a43-9971-f6d8d3fa3391,Ayaan Jha,Male,64,Haryana,Hisar,Hisar Branch,Checking,90eb3a73-9355-4045-8694-2a2ce3212aeb,27-01-2025,10:12:16,27643.37,74b94719-eb35-46c5-a154-bac22e82fbf3,Credit,Groceries,95558.27,Wearable Device,"Hisar, Haryana",POS,0,INR,+9195457XXXXXX,Specialty store shopping,ayaanXXXX@XXXXX.com,-0.05707767453548873,-1
0ff10229-3882-4f03-a551-332ddac53084,Gaurika Varma,Female,20,Punjab,Chandigarh,Chandigarh Branch,Savings,62f055cd-e653-472f-982b-6a4a2e2de3ec,06-01-2025,13:20:49,43572.41,87ae9ee7-3c5f-4375-b75a-3ca087f83966,Withdrawal,Entertainment,82843.64,ATM Booth Kiosk,"Chandigarh, Punjab",POS,0,INR,+9199509XXXXXX,Streaming service,gaurikaXXXXX@XXXXXX.com,-0.05460794426592219,-1
c6637a45-f0da-4156-a5d7-43502bc165fe,Zilmil Mallick,Female,69,Rajasthan,Udaipur,Udaipur Branch,Savings,967b3884-9111-450b-a534-fb57d4d97f0e,14-01-2025,08:33:49,36008.9,e9624787-201d-4a05-bf83-344764c8d533,Credit,Groceries,54398.61,POS Mobile App,"Udaipur, Rajasthan",Desktop,0,INR,+9194779XXXXXX,Courier charges,zilmilXXXX@XXXXXXX.com,-0.02984230077142147,-1
5b89379c-4e93-4329-a074-548e73bf0aa4,Bakhshi Varughese,Male,51,Karnataka,Belgaum,Belgaum Branch,Checking,3a2f08ab-54f6-4a56-b28a-9cadd75525d3,13-01-2025,21:26:41,33158.62,6d9e8c4f-5bd8-44e7-bc23-8580bb600b26,Credit,Health,41382.65,Bank Branch,"Belgaum, Karnataka",Desktop,0,INR,+9191701XXXXXX,Bike rental,bakhshiXXXX@XXXXXXX.com,0.02005929380597432,1
4baa146a-c723-43c5-a8df-6aa0f1ef9777,Yashica Aggarwal,Male,47,Lakshadweep,Kavaratti,Kavaratti Branch,Savings,8595d50c-5ec2-4693-bd4c-0e76f4418492,05-01-2025,14:46:34,60348.2,88678ced-90eb-4202-b907-0c874b2e1db9,Debit,Clothing,27649.61,Payment Gateway Device,"Kavaratti, Lakshadweep",POS,0,INR,+9196371XXXXXX,Personal finance consulting,yashicaXXXXX@XXXXXX.com,0.00831104497176488,1
c82981ac-b5dd-4502-9e33-e496a41b1289,Om Khurana,Female,59,Meghalaya,Shillong,Shillong Branch,Savings,5f01a04f-a229-423f-bbd8-94500abbd245,01-01-2025,12:55:20,46646.57,621eae4d-6d2e-4bd2-a28c-099db7110e66,Withdrawal,Groceries,76670.66,ATM Booth Kiosk,"Shillong, Meghalaya",ATM,0,INR,+9197827XXXXXX,Smart home device purchase,omXXXX@XXXXX.com,0.02720793869650384,1
c5180f34-4f9c-45bd-9339-ef7476c46937,Vamakshi Shenoy,Male,54,Maharashtra,Pune,Pune Branch,Business,e0f66cb3-cf35-458e-a12d-5dd60b5151d9,30-01-2025,10:14:27,41742.48,608a96b5-5165-4719-bf8d-ac0cd0d56026,Debit,Clothing,50079.12,Voice Assistant,"Pune, Maharashtra",POS,0,INR,+9194059XXXXXX,Seminar registration,vamakshiXXXX@XXXXXX.com,0.03822908830116595,1
e94fe9c3-d985-4d07-9c13-c2b7b27ae2cc,Qasim Hora,Female,30,Chhattisgarh,Korba,Korba Branch,Checking,aeaaf08a-7edc-4240-bc99-94ec1d34bb9c,02-01-2025,16:04:09,97694.21,06cf1cdf-b24b-4b5e-aff7-b0dcc85429ec,Withdrawal,Entertainment,9433.22,Self-service Banking Machine,"Korba, Chhattisgarh",Desktop,0,INR,+9193233XXXXXX,POS transaction,qasimXXXX@XXXXXX.com,-0.06593724479534013,-1
efc0db74-b8d9-4dd8-ac55-c99ca7bd4ac9,Jack Mangal,Male,60,Uttar Pradesh,Varanasi,Varanasi Branch,Business,35bfaa49-7c4d-4ed0-97ed-4bef2275900f,04-01-2025,13:55:35,85566.41,0913b818-c4f1-465a-8fe5-4d0ec92f7552,Withdrawal,Electronics,94815.36,ATM,"Varanasi, Uttar Pradesh",Mobile,0,INR,+9195991XXXXXX,Parking charges,jackXXX@XXXXX.com,-0.039218661340640115,-1
45d1bf7f-7bee-4ed5-9774-50c8765da996,Laksh Varty,Male,65,Assam,Silchar,Silchar Branch,Checking,f0ec06de-edcd-47f6-b02d-e8ce84650465,08-01-2025,12:59:16,85979.81,0c0eb9af-f36b-4cbd-8946-67fb82ceded4,Bill Payment,Groceries,91156.6,POS Terminal,"Silchar, Assam",Desktop,0,INR,+9196986XXXXXX,Electronics rental,lakshXXXXX@XXXXXXX.com,-0.03408119191464043,-1
c1cbcf18-59ed-4237-b87a-b673afa2d243,Dev Chatterjee,Male,30,Rajasthan,Udaipur,Udaipur Branch,Checking,619fe866-7d15-4a3f-9693-833791775f54,29-01-2025,05:16:49,52877.74,abca48ed-6ebe-4138-a40c-40aafce4c0b9,Credit,Entertainment,63055.43,Mobile Device,"Udaipur, Rajasthan",Desktop,0,INR,+9199475XXXXXX,Streaming service subscription,devXXXXX@XXXXXX.com,0.026825119255551533,1
855051d5-c408-4cb1-8f3c-f63592ab5265,Raksha Raju,Male,50,Karnataka,Hubli,Hubli Branch,Savings,74c893e0-c947-45e6-aff0-12e7c112382a,13-01-2025,21:19:42,32798.22,5889e435-9aa5-429e-8e75-4de85a506288,Debit,Groceries,14382.79,Debit/Credit Card,"Hubli, Karnataka",POS,0,INR,+9192170XXXXXX,Gift card purchase,rakshaXXXXX@XXXXXXX.com,-0.002483330045599974,-1
cba8427b-09ee-445b-bbd8-ebf1d57be6a0,Chaitanya Saxena,Male,51,Puducherry,Yanam,Yanam Branch,Savings,b4d05248-8c33-46bb-847b-60336cf0dfa0,26-01-2025,15:00:21,80588.89,2b15db55-abe6-4a9e-b27a-306fd273eec1,Transfer,Electronics,95352.2,Voice Assistant,"Yanam, Puducherry",Desktop,0,INR,+9198100XXXXXX,Long-distance transport,chaitanyaXXX@XXXXX.com,-0.021548552608877336,-1
d90f5119-651f-48b4-bf06-9ba0c58ff32f,Widisha Mitter,Female,69,Andaman and Nicobar Islands,Diglipur,Diglipur Branch,Checking,271ae045-c641-4da5-ab27-83163d669d3a,05-01-2025,06:11:00,28817.12,0e9d661c-878b-447a-9b80-0f9eac47f544,Debit,Clothing,86330.31,Virtual Card,"Diglipur, Andaman and Nicobar Islands",Mobile,0,INR,+9195072XXXXXX,Bank transfer,widishaXXXX@XXXXX.com,-0.06748004736422697,-1
aabf377f-0d7b-416e-93cf-8e9d62ed3e46,Daniel Vaidya,Male,67,Andhra Pradesh,Nellore,Nellore Branch,Business,4f7660c7-2d62-4ddf-ae3a-40f8a8992c60,26-01-2025,05:36:47,17802.49,2a363557-5c5e-4603-b23b-f9c19c94a0bd,Bill Payment,Health,97954.94,Desktop/Laptop,"Nellore, Andhra Pradesh",Desktop,0,INR,+9191298XXXXXX,Car rental,danielXXXX@XXXXXXX.com,-0.08371196097581357,-1
25a9cfeb-d79c-436b-a72e-7a46cb5900d6,Aarav Garde,Male,62,Mizoram,Kolasib,Kolasib Branch,Checking,82ea96bc-d947-4804-bd8b-8d553fb284a6,12-01-2025,19:52:26,65560.86,89e1eee3-3e5e-44df-aff7-d9e22f9a4e53,Bill Payment,Groceries,63993.24,QR Code Scanner,"Kolasib, Mizoram",ATM,0,INR,+9192600XXXXXX,Pharmacy bill,aaravXXX@XXXXXXX.com,0.012958086527772639,1
7456e97b-5f43-4324-ab92-9ac951cf6c30,Udarsh Raval,Male,27,Dadra and Nagar Haveli and Daman and Diu,Daman,Daman Branch,Savings,022c3843-894a-4a33-92d1-f0bc8979e888,28-01-2025,22:44:52,71181.85,9c504c38-6142-413d-887f-f83deb68ce42,Bill Payment,Clothing,13758.16,Mobile Device,"Daman, Dadra and Nagar Haveli and Daman and Diu",ATM,0,INR,+9197892XXXXXX,Flight booking,udarshXXXX@XXXXXXX.com,-0.00966193008938454,-1
b2f58243-f267-4faf-9004-0d9daaa12ee8,Maanav Chacko,Female,45,Arunachal Pradesh,Naharlagun,Naharlagun Branch,Checking,80059a77-30a2-4c9a-b9dd-f678d83b84ef,04-01-2025,12:05:07,2529.33,091f6f4d-540e-45f6-808e-4edbd358578a,Bill Payment,Groceries,97382.66,POS Mobile Device,"Naharlagun, Arunachal Pradesh",ATM,0,INR,+9197720XXXXXX,Ridesharing service,maanavXXX@XXXXXX.com,-0.08397524498624387,-1
4a249b07-e988-4554-8044-b39a77991e35,Varenya Iyer,Female,53,Himachal Pradesh,Kullu,Kullu Branch,Savings,97fe7018-99a2-4a62-8c69-13b371dd588e,08-01-2025,11:12:15,5058.71,6f749ebd-c8c1-4221-816d-af871c64424d,Bill Payment,Restaurant,47176.74,ATM Booth Kiosk,"Kullu, Himachal Pradesh",ATM,0,INR,+9191000XXXXXX,Shopping mall purchase,varenyaXXXXX@XXXXX.com,-0.020053755440157528,-1
18846a14-e2a7-4b0d-8612-487bc1a4abc2,Barkha Anand,Male,40,Meghalaya,Jowai,Jowai Branch,Business,2d79a66d-760d-44a7-a910-dc6f69eb1ff1,01-01-2025,15:39:05,6317.28,2416ded2-c5b9-4005-aefa-93c64777fad7,Bill Payment,Clothing,20722.49,Payment Gateway Device,"Jowai, Meghalaya",POS,0,INR,+9198304XXXXXX,Tuition fee payment,barkhaXXXXX@XXXXXXX.com,-0.04838789325041282,-1
df653dbd-1dc2-4da2-aed7-779cdec32fd2,Thomas Parsa,Male,65,Himachal Pradesh,Kullu,Kullu Branch,Business,247ce5cd-22e9-4713-b1d8-bc0450ce558e,05-01-2025,12:01:42,96439.5,8423e410-5b35-455b-b697-d35f8d49464d,Bill Payment,Clothing,46899.15,POS Terminal,"Kullu, Himachal Pradesh",Desktop,0,INR,+9196069XXXXXX,Bookstore purchase,thomasXXX@XXXXXXX.com,-0.04835206065918529,-1
3d5c1512-8413-4118-9c42-487229d7e0c8,Bachittar Balakrishnan,Female,53,Maharashtra,Aurangabad,Aurangabad Branch,Business,26786aef-94df-4592-9180-8595b34043bb,25-01-2025,16:43:11,81437.25,db12dd19-b564-41ec-a43b-4a3eddf3b6d1,Credit,Health,17832.3,QR Code Scanner,"Aurangabad, Maharashtra",ATM,0,INR,+9191713XXXXXX,Sports equipment purchase,bachittarXXXX@XXXXX.com,-0.015135101973370313,-1
10619106-5903-4eb7-adb8-64c1c7b3f6a2,Tejas Mane,Male,59,Manipur,Churachandpur,Churachandpur Branch,Savings,edecfb43-04b7-4dcf-b273-8e3a4b055450,09-01-2025,05:10:22,64503.56,2486e28d-7817-4063-a740-12db1e384c6d,Bill Payment,Restaurant,62616.35,ATM Booth Kiosk,"Churachandpur, Manipur",ATM,0,INR,+9194590XXXXXX,Stock investment,tejasXXXX@XXXXX.com,0.01915359306821446,1
6d3eeeeb-9bf4-447c-8523-48791ed443ab,Yuvraj Parekh,Male,25,Punjab,Chandigarh,Chandigarh Branch,Business,e1720962-286d-4eff-ac7c-28501d2279ec,20-01-2025,05:13:45,26659.46,d36761d7-168d-4cd4-81cd-3c8238d30ac0,Transfer,Health,32228.65,Bank Branch,"Chandigarh, Punjab",Desktop,0,INR,+9199456XXXXXX,Charity contribution,yuvrajXXXX@XXXXX.com,-0.008881587790851797,-1
88376399-79ad-4ffc-a0a0-bf03764e9ef9,Jairaj Dada,Female,62,Haryana,Faridabad,Faridabad Branch,Savings,99f293f7-76e9-45b1-a91a-695b9cc8ceb0,28-01-2025,02:35:30,54748.27,7710da94-d3ba-4061-bf8f-0751beb7ec82,Transfer,Restaurant,11678.35,Virtual Card,"Faridabad, Haryana",POS,0,INR,+9196129XXXXXX,Sports equipment purchase,jairajXXXXX@XXXXXXX.com,-0.03385567064315964,-1
93dec07a-8074-4c23-b56d-8a6737db8697,Bhavya Zachariah,Male,42,Andhra Pradesh,Nellore,Nellore Branch,Checking,9f923feb-7f4c-4861-bcfe-5c8bb8ab6f9e,25-01-2025,19:33:06,31202.71,a1fa7284-ce9a-4cf1-8080-73aed0bcc5ee,Credit,Restaurant,18286.48,Voice Assistant,"Nellore, Andhra Pradesh",Desktop,0,INR,+9196947XXXXXX,Fund transfer,bhavyaXXXXX@XXXXXXX.com,-0.0070455226945931315,-1
f9a788ce-dbb8-4133-9f68-7bd8b4a7337f,Hemal Narayanan,Male,53,Karnataka,Hubli,Hubli Branch,Savings,305cea8e-216a-44e4-816d-b873d79abea6,26-01-2025,04:47:10,9437.65,3e823ff1-df23-46c2-9464-9e78e998c92b,Debit,Clothing,34784.47,Mobile Device,"Hubli, Karnataka",Desktop,0,INR,+9192002XXXXXX,Ticket booking,hemalXXXX@XXXXXX.com,-0.001720952993430891,-1
43144e52-08f7-485e-98c4-37f7e144e017,Harrison Mall,Female,61,Himachal Pradesh,Shimla,Shimla Branch,Savings,70a4ccac-a5fc-4ce1-a740-c5982c4e84cb,18-01-2025,08:12:00,89305.91,acdfc53e-642e-48e6-a8fa-3752d18f2f55,Bill Payment,Entertainment,51553.32,Web Browser,"Shimla, Himachal Pradesh",ATM,0,INR,+9197864XXXXXX,Charity donation,harrisonXXX@XXXXX.com,-0.015039895893123267,-1
d73add22-6eb9-420e-bdb0-17c85fb382a7,Udant Bora,Female,20,Chhattisgarh,Korba,Korba Branch,Business,9b6bb80a-81d6-41d8-979c-cb6e059c7663,04-01-2025,16:57:21,84044.56,4bad690a-89bc-4bdd-88f3-706c88640787,Debit,Entertainment,39966.1,Voice Assistant,"Korba, Chhattisgarh",Mobile,0,INR,+9193196XXXXXX,Online clothing store,udantXXXX@XXXXXX.com,-0.05269349638401233,-1
8054cff9-3323-4cd7-b84e-8457a6e5df33,Yuvraj Dani,Male,50,Andhra Pradesh,Tirupati,Tirupati Branch,Checking,c0fdd38d-eefc-4969-8d4b-b2181c234447,30-01-2025,07:02:08,53084.31,986604eb-9bc2-4aa7-b086-0242ce087d09,Transfer,Entertainment,87611.51,Wearable Device,"Tirupati, Andhra Pradesh",Mobile,0,INR,+9198831XXXXXX,Real estate payment,yuvrajXXX@XXXXXXX.com,0.01234158239018196,1
d9dcc86f-1332-4554-adb6-12cc1b3a043a,Jairaj Sachar,Female,64,Puducherry,Mahe,Mahe Branch,Checking,2e773812-0665-47fa-a716-256898f8690e,16-01-2025,23:42:31,61947.98,138bc509-6485-4b9f-82cf-051603fec0e8,Credit,Health,49099.44,Tablet,"Mahe, Puducherry",Mobile,0,INR,+9191054XXXXXX,Gym membership,jairajXXX@XXXXXX.com,-0.0006686796270426454,-1
50551759-79e1-44f6-ac47-78bb8e091389,Urvashi Sanghvi,Male,63,Maharashtra,Aurangabad,Aurangabad Branch,Savings,59155bc1-61e1-4d26-9340-6ebb21ca3759,05-01-2025,16:44:44,13544.91,ba5251ad-73ee-4ee1-8fb4-a0752407ee01,Bill Payment,Groceries,86517.77,Wearable Device,"Aurangabad, Maharashtra",Mobile,0,INR,+9197513XXXXXX,Tech gadgets purchase,urvashiXXXXX@XXXXX.com,-0.024043892181300763,-1
